364	64
87387	87499	1	0	1	1
139187	139217	0	0	0	1
142253	142618	1	1	0	1
151006	151095	2	0	0	2
181178	181209	0	0	0	1
266260	266358	4	0	0	2
298578	298595	0	0	1	1
309202	309289	2	0	1	2
322337	322840	2	0	0	2
372564	372648	2	0	0	2
373023	373091	1	2	0	1
387298	387413	1	0	1	1
404893	404989	2	2	2	2
430568	430951	1	0	1	1
432820	432947	1	2	0	1
448496	448570	2	0	0	2
595019	595529	1	2	0	1
628646	628727	2	0	2	2
655324	655653	1	1	0	1
669171	669265	2	0	2	2
676897	677402	2	1	0	2
688660	689016	2	0	0	2
724353	724432	1	0	0	1
724573	724642	1	3	0	1
741489	741577	1	0	0	1
854560	854911	2	0	2	2
864247	864359	1	1	0	1
866658	867070	1	0	1	1
868424	868811	1	0	0	1
915512	915595	1	2	0	1
924725	925145	2	0	0	2
942086	942182	2	0	0	2
989061	989154	2	0	0	2
1401616	1401647	0	0	0	1
1412353	1412419	2	0	1	2
1417753	1417829	1	0	0	1
1417911	1418006	1	0	0	1
1422277	1422352	2	0	0	2
1483835	1483917	2	0	1	2
1488626	1488932	2	0	0	2
1538698	1538716	0	0	0	1
1604659	1604712	1	0	0	1
1604959	1605010	1	1	0	1
1900314	1900384	1	2	0	1
1952674	1953164	1	1	1	1
2052610	2053014	1	1	1	1
2065027	2065327	1	0	2	1
2074406	2074516	2	1	0	2
2089982	2090051	2	0	0	2
2102733	2102813	1	1	0	1
2142341	2142772	2	0	0	2
2143435	2143799	1	1	0	1
2149052	2149343	2	0	0	2
2157290	2157710	1	0	0	1
2172532	2172641	1	2	0	1
2194621	2194643	0	0	1	1
2234369	2234491	1	1	0	1
2266394	2266479	2	0	0	2
2293025	2293104	2	0	0	2
2326567	2326905	1	2	0	1
2404641	2404730	2	0	2	2
2414486	2415024	1	0	1	1
2464913	2465180	1	2	1	1
2550255	2550365	2	0	0	2
2568710	2568782	2	0	0	2
2719404	2719463	0	1	0	1
2781356	2781369	0	2	0	1
2908320	2908408	2	0	0	2
2930412	2930430	0	1	0	2
2938817	2938899	1	0	0	1
3047885	3047985	1	0	0	1
3071850	3072615	1	0	1	1
3073638	3073831	2	0	1	2
3101777	3101868	2	0	1	2
3154625	3154704	2	0	0	2
3154728	3154823	2	0	0	2
3190244	3190557	2	1	1	2
3194977	3195411	1	1	0	1
3236808	3237191	1	1	0	1
3285465	3285853	2	0	0	2
3296766	3296798	0	0	0	2
3342066	3342321	2	0	0	2
3412194	3412472	2	1	0	2
3539648	3539770	1	2	0	1
3556066	3556153	1	1	0	1
3566866	3566958	2	1	2	2
3574643	3574745	2	0	0	2
3592041	3592548	2	1	1	2
3647495	3647582	2	0	0	2
3677623	3678019	2	0	0	2
3714197	3714662	1	1	0	1
3715618	3715719	1	0	0	1
3715828	3715938	1	0	0	1
3756073	3756147	2	0	0	2
3804682	3805152	1	0	0	1
3840543	3841067	1	0	0	1
3956424	3956515	1	0	0	1
4248681	4248989	2	0	1	2
4258163	4258276	2	0	0	2
4258903	4259223	2	0	0	2
4270142	4270393	0	1	0	1
4295715	4295745	0	0	0	1
4352254	4352272	0	1	0	2
4361777	4361790	0	2	0	1
4385861	4385879	0	0	0	2
4397596	4397689	2	0	0	2
4404958	4404971	0	0	2	2
4415571	4415717	2	3	1	2
4436313	4436384	1	3	0	1
4750018	4750169	2	0	0	2
4780723	4780780	1	0	0	1
4791580	4791728	2	0	0	2
4834116	4834138	0	0	1	1
4875791	4875873	2	1	1	2
4885946	4886585	1	1	0	1
4924150	4924181	0	0	1	1
4968478	4968677	1	2	0	1
5005977	5006010	0	0	1	2
5029607	5030117	1	3	0	1
5065400	5065484	2	0	0	2
5083556	5084023	2	1	0	2
5084118	5084576	2	0	0	2
5141721	5141752	0	0	0	1
5154271	5154340	1	2	0	1
5154904	5154965	1	1	1	1
5157685	5157914	1	1	1	1
5159342	5159360	0	1	0	2
5215957	5216049	2	0	0	2
5216529	5216590	2	1	0	2
5262230	5262312	1	0	0	1
5274422	5274898	1	3	0	1
5419579	5419601	0	1	0	2
5445630	5445948	1	0	0	1
5576013	5576044	0	0	0	2
5577852	5578064	2	0	1	2
5597337	5597370	0	0	1	2
5639256	5639710	1	0	2	1
5664919	5665011	1	1	3	1
5803474	5803621	1	0	0	1
6031209	6031981	4	0	1	2
6133717	6134114	1	2	2	1
6137143	6137205	1	1	0	1
6155863	6156423	1	1	0	1
6158840	6158958	1	0	1	1
6167552	6167719	2	1	0	2
6177428	6177977	2	2	1	2
6216826	6216987	2	0	1	2
6219061	6219161	2	0	0	2
6267194	6267212	0	1	0	2
6280467	6280559	1	1	1	1
6284949	6285061	2	1	0	2
6291666	6291751	2	0	0	2
6327672	6327795	2	0	0	2
6345083	6345169	2	0	0	2
6384176	6384266	1	0	0	1
6387824	6387842	0	1	0	2
6411618	6412058	2	0	1	2
6418240	6418270	0	0	0	2
6528031	6528097	2	0	0	2
6534559	6534827	2	0	0	2
6587927	6588025	3	0	0	1
6820342	6820729	2	0	0	2
6863442	6863503	1	0	3	1
6884459	6884892	1	0	0	1
6914839	6915128	2	3	1	2
6982178	6982262	1	0	0	1
7041553	7041642	2	0	1	2
7047701	7048109	2	0	1	2
7072298	7072769	2	0	0	2
7132515	7132914	1	1	3	1
7151679	7151679	0	0	0	2
7164107	7164237	2	0	2	2
7344613	7345000	2	0	0	2
7390300	7390442	2	0	0	2
7413828	7414235	1	1	0	1
7415970	7416355	1	0	1	1
7431126	7431442	1	0	1	1
7496821	7497280	2	2	0	2
7694312	7694325	0	2	0	1
7727380	7727466	2	0	1	2
7736525	7736601	2	0	0	2
7755998	7756031	0	0	1	2
7775259	7775374	1	0	0	1
7809215	7809294	2	1	1	2
7883023	7883036	0	0	2	2
7920379	7921083	3	0	0	1
7948338	7948612	1	0	1	1
7957988	7958006	0	0	0	1
7977841	7977889	0	0	0	1
8042830	8043085	2	0	0	2
8209462	8209537	1	0	0	1
8236041	8236346	1	0	1	1
8281735	8282117	1	0	0	1
8285079	8285429	1	1	2	1
8409559	8409884	1	0	0	1
8429416	8429449	0	1	0	1
8556919	8557059	2	0	0	2
8558498	8558895	1	2	2	1
8564301	8564368	1	0	0	1
8574170	8574273	2	1	0	2
8576415	8576483	2	0	0	2
8585058	8585089	0	0	0	1
8678144	8678465	1	0	2	1
8705465	8705487	0	0	1	1
8744838	8745205	2	0	0	2
8752365	8752439	1	0	0	1
8916811	8916909	4	0	0	2
8922346	8922444	4	0	0	2
8953117	8953295	2	0	1	2
9005479	9005509	0	0	0	1
9155217	9155575	1	0	2	1
9163756	9163842	2	0	2	2
9176101	9176489	1	0	0	1
9199363	9199451	2	0	1	2
9240154	9240294	2	0	1	2
9311428	9311521	1	1	0	1
9368077	9368308	0	0	0	2
9368465	9368825	0	2	1	2
9377214	9377445	0	0	0	2
9377602	9377962	0	2	1	2
9435565	9435923	1	0	0	1
9461573	9461658	2	0	0	2
9463354	9463469	2	0	0	2
9477350	9477408	2	2	0	2
9505458	9505476	0	0	0	2
9518231	9518290	0	0	1	2
9541316	9541348	0	0	0	1
9607278	9607367	1	0	0	1
9625621	9626050	2	1	1	2
9645023	9645041	0	0	0	1
9657049	9657182	1	1	0	1
9678969	9679024	2	1	0	2
9679077	9679144	2	0	0	2
9697283	9697302	0	2	0	1
9699511	9699607	1	0	0	1
9732226	9732672	1	4	0	1
9769470	9769952	1	1	2	1
9788308	9788330	0	0	1	1
9844245	9844593	2	0	0	2
9900037	9900107	1	1	2	1
9937468	9937549	1	0	0	1
9941764	9942147	1	0	1	1
9979980	9980258	1	0	1	1
10227407	10227505	4	0	0	2
10246976	10247273	2	0	1	2
10305906	10305988	1	0	0	1
10322875	10322990	2	0	1	2
10347358	10347772	2	1	0	2
10363706	10363798	2	0	0	2
10386924	10387331	2	0	1	2
10392447	10392460	0	2	0	1
10419719	10419749	0	0	0	2
10429713	10429818	1	0	0	1
10435060	10435185	1	0	0	1
10446996	10447396	2	0	1	2
10448855	10448953	2	0	0	2
10449507	10449904	1	1	1	1
10460207	10460568	1	1	1	1
10561433	10561518	1	1	0	1
10575932	10575949	0	0	1	1
